Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Output
0.4458275,0.50937456,0.38736075,0.64703214,0.60683155,0.22984849,0.33436516,0.40223584,0.9436281,0.6493176,0.29533646,0.8844097,0.6939885,0.91400176,0.72332925,0.6282266,0.36428958,0.7977921,0.58511436,0.17054956,Doctor
0.4953677,0.49568528,0.3143717,0.7786806,0.47231945,0.08695493,0.2713954,0.57221437,1.0956327,0.5974193,0.30643296,0.9261425,0.6309638,0.9783158,0.7498233,0.74032354,0.29759356,0.8482672,0.5770505,0.27183762,Doctor
0.51963645,0.42533222,0.1503582,0.6796338,0.44141823,0.0040094056,0.04945873,0.53722686,1.1071538,0.6158647,0.42731827,1.0634876,0.48590142,1.0097924,0.832291,0.6526515,0.26129398,0.86111134,0.46760252,0.22392093,Doctor
0.4388834,0.15382299,0.264519,0.468517,0.4275985,0.25741807,-0.26380125,0.463474,1.0815221,0.5801617,0.40832952,1.0691532,0.39298955,1.0794986,0.87810004,0.5479014,0.25960863,0.7204684,0.35252407,0.25213614,Doctor
0.5232283,0.083410606,0.2653994,0.4757307,0.49365258,0.3239025,-0.244325,0.45870152,1.0640064,0.48197186,0.40803522,1.0504794,0.47984847,1.1336137,0.91491574,0.37435424,0.2603373,0.63319,0.32617623,0.29546943,Doctor
0.78778404,0.2861287,0.11969637,0.6342616,0.537952,0.27299213,-0.18240729,0.479104,0.8162563,0.39552823,0.29768234,0.87472796,0.54777366,1.1499821,0.8621225,0.3498871,0.18475567,0.55602974,0.376793,0.27832106,Doctor
0.82250684,0.49826664,-0.07083284,0.6816082,0.5566323,0.058527686,-0.23885646,0.4838913,0.69182533,0.32396322,0.19954684,0.8416522,0.5634941,1.1074623,0.8216158,0.37310833,0.2066132,0.7111543,0.42420343,0.25496805,Doctor
0.60258496,0.54011613,0.03477125,0.5608592,0.44316554,0.00256407,-0.37392372,0.33669794,0.6788547,0.24502963,0.22217827,0.6532997,0.48848078,1.0075806,0.7590395,0.33453855,0.13642055,0.7916893,0.47207534,0.16301145,Doctor
0.33852488,0.3801962,-0.12197557,0.4440168,0.30391043,-0.030920332,-0.2767285,0.40967566,0.6993494,0.19704323,0.26691043,0.663954,0.4804288,0.8563346,0.612205,0.20858927,0.109657176,0.8052489,0.4717432,0.2070343,Doctor
0.5941849,0.32597184,-0.10443854,0.6944282,0.19979624,-0.0164093,-0.17933227,0.48711845,0.55163866,0.14893824,0.2692584,0.58594346,0.4902908,0.85434616,0.62109655,0.23291786,0.1408607,0.7092635,0.5142986,0.193443,Doctor
0.72823054,0.38789198,0.0018776134,0.80917054,0.20982704,-0.16277754,-0.26508585,0.5522205,0.56867576,0.20336092,0.26059228,0.9712104,0.51157314,0.9051728,0.67834175,0.37463358,0.1890602,0.57827145,0.54040647,0.22443923,Doctor
0.7538847,0.5043229,0.34513992,0.95176196,0.26372942,-0.003991004,-0.3705608,0.54060125,0.65667254,0.42602852,0.23952076,0.9775511,0.44106227,0.979253,0.76227343,0.51119584,0.15924014,0.62484306,0.50626373,0.18615833,Doctor
