Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Output
0.7037086,0.5680091,-0.12906373,0.50637764,0.36703616,0.30261627,-0.059761547,0.44038686,0.8543101,0.40466535,0.11865519,0.9839051,0.32407495,0.3070179,-0.004242195,0.4290457,0.03509563,-0.24314563,-0.3323031,0.17443706,Doctor
0.45474815,0.53850836,-0.18867935,0.4535374,0.3324007,0.2575633,-0.19817835,0.45425615,0.84591967,0.40466535,0.11865519,0.94400835,0.30845603,0.34494466,-0.0691275,0.46382636,0.1029642,-0.27106676,-0.38403347,0.17991023,Doctor
0.32496104,0.36640078,-0.2522028,0.49712548,0.35550162,0.11297865,-0.2579382,0.54354584,0.98926455,0.23109186,0.18288128,0.99987674,0.2509499,0.33050907,-0.04049145,0.4265457,0.09177949,-0.35246366,-0.3445042,0.15605415,Doctor
0.22260559,-0.18060504,-0.30086875,0.53155917,0.410907,-0.16096346,-0.3449496,0.5344484,0.97232306,0.18893942,0.2644221,0.8764194,0.23591352,0.26830074,-0.1270488,0.36082467,0.01475942,-0.3974865,-0.36275816,0.062446173,Doctor
0.49731037,-0.21427205,-0.12741542,0.5828644,0.4589559,-0.11357298,-0.22906198,0.48596025,0.9535528,0.17045733,0.2757201,0.74859273,0.29249525,0.23679236,-0.080735125,0.30426648,0.046204295,-0.40667507,-0.24664994,-3.936966e-05,Doctor
0.7361446,-0.050345883,-0.08021915,0.69297355,0.41109124,-0.13088468,-0.35198653,0.29946548,0.8111025,0.16394866,0.23228168,0.691573,0.26497898,0.2549816,-0.05038457,0.3327686,0.06321548,-0.36706975,-0.36251688,-0.09442149,Doctor
0.7111163,0.08505127,-0.025301654,0.6728839,0.28431162,-0.18858339,-0.21880266,0.116211854,0.7865825,0.18632339,0.21298769,0.6469277,0.20660356,0.33834225,-0.10194794,0.32399347,0.06750936,-0.41976306,-0.37658468,-0.13652693,Doctor
0.5967994,0.16533719,-0.015151389,0.7414325,0.1455902,-0.24926761,-0.1095928,0.1394044,0.78570414,0.20909935,0.098848,0.6419484,0.14957036,0.32809624,-0.043465212,0.32547176,-0.0916332,-0.37292972,-0.4924503,-0.18162656,Doctor
0.28529337,0.36390975,-0.020808121,0.50979346,-0.08089215,-0.10085508,-0.040637124,0.1658905,0.7604845,0.23539838,0.08261208,0.650646,0.17653354,0.29396364,-0.04836036,0.17774528,-0.19261958,-0.26678416,-0.5514394,-0.16250342,Doctor
0.32006767,0.3638988,-0.04104953,0.5367815,-0.23466592,0.059972137,-0.052574705,0.10323044,0.7453563,0.0305799,0.100606345,0.6485939,0.21440046,0.19552112,-0.06997139,0.3154321,-0.3163317,-0.15213913,-0.648849,-0.085546985,Doctor
0.3285297,0.35756415,-0.09719292,0.5367815,-0.050347723,0.16425538,-0.12292793,0.10323044,0.73690075,0.22377157,-0.075561166,0.6485939,0.3374051,0.29142955,-0.2002083,0.3154321,-0.28168458,-0.18027449,-0.7403767,-0.085546985,Doctor
0.40455776,0.3436875,-0.15227781,0.4386724,0.36589998,0.074060515,-0.11750839,0.0633066,0.7593094,0.29212692,0.023968663,0.7141129,0.3209436,0.33014643,-0.13728634,0.42929226,-0.15274037,-0.27766088,-0.54041284,-0.06496303,Doctor
0.37083668,0.45751202,-0.24592909,0.24060452,0.46999446,0.009405393,-0.14757603,0.15850513,0.76848996,0.39363256,0.0479983,0.67998004,0.24978866,0.30776402,-0.12958741,0.37397364,-0.05402931,-0.28468964,-0.48449823,-0.13785243,Doctor
0.50185615,0.43005377,-0.19647934,0.45569193,0.49764168,-0.04512113,-0.19391233,0.20952606,0.747925,0.30388755,0.07718724,0.67998004,0.11335972,0.19442418,-0.12185061,0.37998718,-0.014346642,-0.21198665,-0.41557446,-0.07573547,Doctor
0.49301282,0.5335407,0.24364002,0.51466435,0.33919874,0.65849376,0.4523541,0.27316687,0.6778339,0.4007318,0.43031076,0.22911832,0.11425587,0.19655891,-0.13258427,0.3633453,-0.017794786,-0.13154791,-0.48966163,-0.06497058,Doctor
0.6336348,0.80684525,0.30497018,0.74467987,0.007146853,0.7717395,0.51420575,0.34013435,0.6217376,0.35663208,0.43031076,0.14476106,0.15642716,0.22609551,-0.119543016,0.3876339,0.038624536,-0.13008565,-0.48345375,0.060500946,Doctor
0.6785798,0.87016,0.46111035,0.74467987,0.31085122,0.7570225,0.5389103,0.34013435,0.7873094,0.39470547,0.4772041,0.14476106,0.49028528,0.21803823,0.015908493,0.3876339,0.035820257,-0.17195648,-0.48265144,0.060500946,Doctor
